folder,file_name,affect_rating_segment,segment_start_sec,segment_end_sec,duration_sec,duration_msec,happiness_full_video,surprise_full_video,lab_id,subj_id,trial_num
6,umn_cbplab_404_10,5,5.511,6.732,1.221,1221,1,1,cbplabumn,MB4_404,10
6,umn_cbplab_404_2,5,2.409,3.828,1.419,1419,1,1,cbplabumn,MB4_404,2
8,umn_cbplab_404_3,6,2.046,4.092,2.046,2046,1,1,cbplabumn,MB4_404,3
8,umn_cbplab_404_3,3,4.719,6.666,1.947,1947,1,1,cbplabumn,MB4_404,3
8,umn_cbplab_404_4,4,2,12,10,10000,0,1,cbplabumn,MB4_404,4
1,umn_cbplab_404_5,4,2,12,10,10000,0,0,cbplabumn,MB4_404,5
6,umn_cbplab_404_6,5,2.442,3.069,0.627,627,1,1,cbplabumn,MB4_404,6
8,umn_cbplab_404_7,4,2,12,10,10000,0,0,cbplabumn,MB4_404,7
6,umn_cbplab_404_8,5,3.828,4.29,0.462,462,1,1,cbplabumn,MB4_404,8
1,umn_cbplab_404_9,4,2,12,10,10000,0,0,cbplabumn,MB4_404,9
8,umn_cbplab_405_1,4,2,12,10,10000,0,0,cbplabumn,MB4_405,1
3,umn_cbplab_405_10,4,2,12,10,10000,0,0,cbplabumn,MB4_405,10
3,umn_cbplab_405_12,4,2,12,10,10000,0,0,cbplabumn,MB4_405,12
3,umn_cbplab_405_2,4,2,12,10,10000,0,0,cbplabumn,MB4_405,2
4,umn_cbplab_405_3,4,2,12,10,10000,0,0,cbplabumn,MB4_405,3
6,umn_cbplab_405_4,4,2,12,10,10000,0,0,cbplabumn,MB4_405,4
6,umn_cbplab_405_5,4,2,12,10,10000,0,0,cbplabumn,MB4_405,5
6,umn_cbplab_405_6,4,2,12,10,10000,0,0,cbplabumn,MB4_405,6
1,umn_cbplab_405_7,4,2,12,10,10000,0,0,cbplabumn,MB4_405,7
2,umn_cbplab_405_8,4,2,12,10,10000,0,0,cbplabumn,MB4_405,8
6,umn_cbplab_405_9,4,2,12,10,10000,0,0,cbplabumn,MB4_405,9
6,umn_cbplab_407_1,5,11.088,12,0.912,912,2,0,cbplabumn,MB4_407,1
8,umn_cbplab_407_10,NA,NA,NA,0,0,2,0,cbplabumn,MB4_407,10
6,umn_cbplab_407_11,3,3.366,5.643,2.277,2277,2,1,cbplabumn,MB4_407,11
8,umn_cbplab_407_2,4,2,12,10,10000,0,0,cbplabumn,MB4_407,2
7,umn_cbplab_407_3,4,2,12,10,10000,0,0,cbplabumn,MB4_407,3
2,umn_cbplab_407_4,4,7.722,9.372,1.65,1650,0,0,cbplabumn,MB4_407,4
6,umn_cbplab_407_5,5,8.415,8.811,0.396,396,1,1,cbplabumn,MB4_407,5
4,umn_cbplab_407_6,4,2,4.0962,2.0962,2096.2,0,0,cbplabumn,MB4_407,6
4,umn_cbplab_407_6,7,4.224,4.554,0.33,330,0,0,cbplabumn,MB4_407,6
4,umn_cbplab_407_6,4,4.686,12,7.314,7314,0,0,cbplabumn,MB4_407,6
6,umn_cbplab_407_7,3,7.887,9.537,1.65,1650,2,1,cbplabumn,MB4_407,7
6,umn_cbplab_407_7,3,11.484,12,0.516,516,2,1,cbplabumn,MB4_407,7
4,umn_cbplab_407_8,4,2,12,10,10000,0,1,cbplabumn,MB4_407,8
4,umn_cbplab_407_9,4,2,12,10,10000,0,0,cbplabumn,MB4_407,9
7,umn_cbplab_409_1,4,2,12,10,10000,0,0,cbplabumn,MB4_409,1
6,umn_cbplab_409_2,4,2,12,10,10000,0,0,cbplabumn,MB4_409,2
2,umn_cbplab_409_3,4,2,12,10,10000,0,0,cbplabumn,MB4_409,3
7,umn_cbplab_409_4,4,2,12,10,10000,0,0,cbplabumn,MB4_409,4
3,umn_cbplab_409_5,4,2,12,10,10000,0,0,cbplabumn,MB4_409,5
1,umn_cbplab_409_6,4,2,12,10,10000,0,0,cbplabumn,MB4_409,6
7,umn_cbplab_409_7,4,2,12,10,10000,0,0,cbplabumn,MB4_409,7
6,umn_cbplab_409_8,4,2,12,10,10000,0,0,cbplabumn,MB4_409,8
6,umn_cbplab_409_9,4,2,12,10,10000,0,0,cbplabumn,MB4_409,9
6,umn_cbplab_411_1,4,2,12,10,10000,0,0,cbplabumn,MB4_411,1
1,umn_cbplab_411_10,3,10.89,12,1.11,1110,2,0,cbplabumn,MB4_411,10
2,umn_cbplab_411_11,4,2,12,10,10000,0,0,cbplabumn,MB4_411,11
6,umn_cbplab_411_2,4,2,12,10,10000,0,0,cbplabumn,MB4_411,2
2,umn_cbplab_411_3,4,2,12,10,10000,0,0,cbplabumn,MB4_411,3
4,umn_cbplab_411_4,4,2,10,8,8000,0,0,cbplabumn,MB4_411,4
8,umn_cbplab_411_5,4,2,12,10,10000,0,0,cbplabumn,MB4_411,5
6,umn_cbplab_411_6,4,2,12,10,10000,0,0,cbplabumn,MB4_411,6
7,umn_cbplab_411_7,4,2,12,10,10000,0,0,cbplabumn,MB4_411,7
3,umn_cbplab_411_8,4,2,12,10,10000,0,0,cbplabumn,MB4_411,8
1,umn_cbplab_411_9,4,2,12,10,10000,0,0,cbplabumn,MB4_411,9
4,umn_cbplab_416_1,4,2,11.401,9.401,9401,0,0,cbplabumn,MB4_416,1
4,umn_cbplab_416_1,6,11.431,12,0.569,569,0,0,cbplabumn,MB4_416,1
3,umn_cbplab_416_2,4,2,12,10,10000,0,0,cbplabumn,MB4_416,2
1,umn_cbplab_416_3,4,2,12,10,10000,0,0,cbplabumn,MB4_416,3
6,umn_cbplab_416_4,4,2,12,10,10000,0,0,cbplabumn,MB4_416,4
6,umn_cbplab_416_5,4,2,12,10,10000,0,0,cbplabumn,MB4_416,5
6,umn_cbplab_416_6,5,10.857,11.286,0.429,429,1,0,cbplabumn,MB4_416,6
6,umn_cbplab_416_7,4,2,12,10,10000,0,0,cbplabumn,MB4_416,7
1,umn_cbplab_417_1,6,10.659,12,1.341,1341,1,0,cbplabumn,MB4_417,1
7,umn_cbplab_417_2,4,2,12,10,10000,0,0,cbplabumn,MB4_417,2
6,umn_cbplab_417_3,4,2,12,10,10000,0,0,cbplabumn,MB4_417,3
7,umn_cbplab_417_4,4,2,12,10,10000,0,0,cbplabumn,MB4_417,4
2,umn_cbplab_417_5,4,10.695,12,1.305,1305,0,0,cbplabumn,MB4_417,5
1,umn_cbplab_417_6,4,2,12,10,10000,0,0,cbplabumn,MB4_417,6
6,umn_cbplab_417_7,4,2,12,10,10000,0,0,cbplabumn,MB4_417,7
2,umn_cbplab_419_1,4,2,12,10,10000,0,0,cbplabumn,MB4_419,1
6,umn_cbplab_419_10,4,2,12,10,10000,0,0,cbplabumn,MB4_419,10
2,umn_cbplab_419_11,4,2,12,10,10000,0,0,cbplabumn,MB4_419,11
8,umn_cbplab_419_2,4,2,12,10,10000,0,0,cbplabumn,MB4_419,2
3,umn_cbplab_419_3,4,2,12,10,10000,0,0,cbplabumn,MB4_419,3
2,umn_cbplab_419_4,4,2,12,10,10000,0,0,cbplabumn,MB4_419,4
2,umn_cbplab_419_5,4,2,12,10,10000,0,0,cbplabumn,MB4_419,5
1,umn_cbplab_419_6,3,6.115,7,0.885,885,2,0,cbplabumn,MB4_419,6
6,umn_cbplab_419_7,4,2,12,10,10000,0,0,cbplabumn,MB4_419,7
2,umn_cbplab_419_8,4,2,12,10,10000,0,0,cbplabumn,MB4_419,8
6,umn_cbplab_419_9,3,2.97,9.999,7.029,7029,2,0,cbplabumn,MB4_419,9
4,umn_cbplab_420_1,4,2,12,10,10000,0,0,cbplabumn,MB4_420,1
8,umn_cbplab_420_10,4,2,12,10,10000,0,0,cbplabumn,MB4_420,10
4,umn_cbplab_420_11,4,2,12,10,10000,0,0,cbplabumn,MB4_420,11
4,umn_cbplab_420_12,4,2,12,10,10000,0,0,cbplabumn,MB4_420,12
6,umn_cbplab_420_13,4,2,12,10,10000,0,0,cbplabumn,MB4_420,13
7,umn_cbplab_420_14,4,2,12,10,10000,0,0,cbplabumn,MB4_420,14
7,umn_cbplab_420_2,4,2,12,10,10000,0,0,cbplabumn,MB4_420,2
1,umn_cbplab_420_3,4,2,12,10,10000,0,0,cbplabumn,MB4_420,3
6,umn_cbplab_420_4,4,2,12,10,10000,0,0,cbplabumn,MB4_420,4
6,umn_cbplab_420_5,4,2,12,10,10000,0,0,cbplabumn,MB4_420,5
8,umn_cbplab_420_6,4,2,12,10,10000,0,0,cbplabumn,MB4_420,6
6,umn_cbplab_420_7,4,2,12,10,10000,0,0,cbplabumn,MB4_420,7
6,umn_cbplab_420_8,4,2,12,10,10000,0,0,cbplabumn,MB4_420,8
7,umn_cbplab_420_9,4,2,12,10,10000,0,0,cbplabumn,MB4_420,9
6,umn_cbplab_421_1,4,2,12,10,10000,0,1,cbplabumn,MB4_421,1
3,umn_cbplab_421_10,4,3.64,7.36,3.72,3720,0,1,cbplabumn,MB4_421,10
8,umn_cbplab_421_11,4,2,12,10,10000,0,0,cbplabumn,MB4_421,11
4,umn_cbplab_421_12,4,2,12,10,10000,0,0,cbplabumn,MB4_421,12
6,umn_cbplab_421_13,4,2,12,10,10000,0,0,cbplabumn,MB4_421,13
8,umn_cbplab_421_14,4,2,12,10,10000,0,0,cbplabumn,MB4_421,14
3,umn_cbplab_421_2,4,8.08,12,3.92,3920,0,1,cbplabumn,MB4_421,2
3,umn_cbplab_421_3,4,2,12,10,10000,0,0,cbplabumn,MB4_421,3
4,umn_cbplab_421_4,4,2,12,10,10000,0,1,cbplabumn,MB4_421,4
1,umn_cbplab_421_5,4,2,12,10,10000,0,0,cbplabumn,MB4_421,5
6,umn_cbplab_421_6,4,2,12,10,10000,0,0,cbplabumn,MB4_421,6
7,umn_cbplab_421_7,4,2,12,10,10000,0,0,cbplabumn,MB4_421,7
8,umn_cbplab_421_8,4,2,12,10,10000,0,1,cbplabumn,MB4_421,8
4,umn_cbplab_421_9,3,2,12,10,10000,2,1,cbplabumn,MB4_421,9
3,umn_cbplab_422_1,4,6.36,12,5.64,5640,0,1,cbplabumn,MB4_422,1
3,umn_cbplab_422_1,4,6.36,12,5.64,5640,0,1,cbplabumn,MB4_422,1
6,umn_cbplab_422_2,5,10.164,11.715,1.551,1551,1,0,cbplabumn,MB4_422,2
2,umn_cbplab_422_3,4,2,12,10,10000,0,0,cbplabumn,MB4_422,3
4,umn_cbplab_422_4,5,2,12,10,10000,1,1,cbplabumn,MB4_422,4
6,umn_cbplab_422_5,5,5.28,5.874,0.594,594,1,1,cbplabumn,MB4_422,5
6,umn_cbplab_422_6,5,8.25,8.712,0.462,462,1,0,cbplabumn,MB4_422,6
1,umn_cbplab_423_1,5,5.577,7.326,1.749,1749,1,0,cbplabumn,MB4_423,1
3,umn_cbplab_423_10,4,2,12,10,10000,0,0,cbplabumn,MB4_423,10
4,umn_cbplab_423_2,4,2,12,10,10000,0,0,cbplabumn,MB4_423,2
6,umn_cbplab_423_3,4,2,12,10,10000,0,0,cbplabumn,MB4_423,3
6,umn_cbplab_423_4,4,2,12,10,10000,0,0,cbplabumn,MB4_423,4
4,umn_cbplab_423_5,4,2,12,10,10000,0,0,cbplabumn,MB4_423,5
3,umn_cbplab_423_6,4,9,10.6,1.6,1600,0,1,cbplabumn,MB4_423,6
3,umn_cbplab_423_6,4,9,10.6,1.6,1600,0,1,cbplabumn,MB4_423,6
8,umn_cbplab_423_7,4,2,12,10,10000,0,0,cbplabumn,MB4_423,7
3,umn_cbplab_423_8,4,2,12,10,10000,0,0,cbplabumn,MB4_423,8
3,umn_cbplab_423_8,4,2,12,10,10000,0,0,cbplabumn,MB4_423,8
1,umn_cbplab_423_9,4,2,12,10,10000,0,0,cbplabumn,MB4_423,9
8,umn_cbplab_427_1,4,2,12,10,10000,0,0,cbplabumn,MB4_427,1
8,umn_cbplab_427_10,4,2,12,10,10000,0,0,cbplabumn,MB4_427,10
6,umn_cbplab_427_11,4,2,12,10,10000,0,0,cbplabumn,MB4_427,11
6,umn_cbplab_427_2,4,2,12,10,10000,0,0,cbplabumn,MB4_427,2
7,umn_cbplab_427_3,4,2,12,10,10000,0,0,cbplabumn,MB4_427,3
6,umn_cbplab_427_4,4,2,12,10,10000,0,0,cbplabumn,MB4_427,4
2,umn_cbplab_427_5,4,2,12,10,10000,0,0,cbplabumn,MB4_427,5
4,umn_cbplab_427_6,4,2,12,10,10000,0,0,cbplabumn,MB4_427,6
1,umn_cbplab_427_7,4,2,12,10,10000,0,0,cbplabumn,MB4_427,7
4,umn_cbplab_427_8,4,2,12,10,10000,0,0,cbplabumn,MB4_427,8
4,umn_cbplab_427_9,4,2,10,8,8000,0,0,cbplabumn,MB4_427,9
8,umn_cbplab_430_1,NA,NA,NA,0,0,2,0,cbplabumn,MB4_430,1
3,umn_cbplab_430_10,4,2,12,10,10000,0,0,cbplabumn,MB4_430,10
6,umn_cbplab_430_2,4,2,12,10,10000,0,0,cbplabumn,MB4_430,2
7,umn_cbplab_430_3,4,2,12,10,10000,0,0,cbplabumn,MB4_430,3
4,umn_cbplab_430_4,1,2,3.884,1.884,1884,2,0,cbplabumn,MB4_430,4
4,umn_cbplab_430_4,4,4.125,12,7.875,7875,2,0,cbplabumn,MB4_430,4
6,umn_cbplab_430_5,4,2,12,10,10000,0,0,cbplabumn,MB4_430,5
6,umn_cbplab_430_6,4,2,12,10,10000,0,0,cbplabumn,MB4_430,6
7,umn_cbplab_430_7,4,2,12,10,10000,0,0,cbplabumn,MB4_430,7
4,umn_cbplab_430_8,4,2,11.337,9.337,9337,0,0,cbplabumn,MB4_430,8
6,umn_cbplab_430_9,4,2,12,10,10000,0,0,cbplabumn,MB4_430,9
4,umn_cbplab_432_1,4,2,12,10,10000,0,0,cbplabumn,MB4_432,1
3,umn_cbplab_432_2,4,2,12,10,10000,0,0,cbplabumn,MB4_432,2
1,umn_cbplab_432_3,4,2,12,10,10000,0,0,cbplabumn,MB4_432,3
7,umn_cbplab_432_4,4,2,12,10,10000,0,0,cbplabumn,MB4_432,4
7,umn_cbplab_432_5,4,2,12,10,10000,0,0,cbplabumn,MB4_432,5
1,umn_cbplab_432_6,4,2,12,10,10000,0,0,cbplabumn,MB4_432,6
8,umn_cbplab_432_7,4,2,12,10,10000,0,0,cbplabumn,MB4_432,7
4,umn_cbplab_432_8,4,2,12,10,10000,0,0,cbplabumn,MB4_432,8
3,umn_cbplab_432_9,3,9.72,12,2.28,2280,2,1,cbplabumn,MB4_432,9
8,umn_cbplab_433_1,4,2,12,10,10000,0,0,cbplabumn,MB4_433,1
6,umn_cbplab_433_2,4,2,12,10,10000,0,0,cbplabumn,MB4_433,2
7,umn_cbplab_433_3,4,2,12,10,10000,0,0,cbplabumn,MB4_433,3
3,umn_cbplab_433_4,4,2,12,10,10000,0,0,cbplabumn,MB4_433,4
7,umn_cbplab_433_5,4,2,12,10,10000,0,0,cbplabumn,MB4_433,5
8,umn_cbplab_433_6,5,3.861,4.653,0.792,792,1,0,cbplabumn,MB4_433,6
4,umn_cbplab_434_1,4,2,12,10,10000,0,0,cbplabumn,MB4_434,1
4,umn_cbplab_434_10,4,2,5.832,3.832,3832,0,0,cbplabumn,MB4_434,10
4,umn_cbplab_434_10,5,5.862,8.799,2.937,2937,0,0,cbplabumn,MB4_434,10
3,umn_cbplab_434_11,5,2,12,10,10000,1,0,cbplabumn,MB4_434,11
8,umn_cbplab_434_12,NA,NA,NA,0,0,1,0,cbplabumn,MB4_434,12
8,umn_cbplab_434_2,4,2,12,10,10000,0,0,cbplabumn,MB4_434,2
3,umn_cbplab_434_3,4,2,12,10,10000,0,0,cbplabumn,MB4_434,3
2,umn_cbplab_434_4,5,2,2.805,0.805,805,1,0,cbplabumn,MB4_434,4
7,umn_cbplab_434_5,4,2,12,10,10000,0,0,cbplabumn,MB4_434,5
6,umn_cbplab_434_6,4,2,12,10,10000,0,0,cbplabumn,MB4_434,6
2,umn_cbplab_434_7,4,2,12,10,10000,0,0,cbplabumn,MB4_434,7
1,umn_cbplab_434_8,5,10.263,12,1.737,1737,1,0,cbplabumn,MB4_434,8
4,umn_cbplab_434_9,NA,NA,NA,0,0,NA,NA,cbplabumn,MB4_434,9
4,umn_cbplab_435_1,4,2,12,10,10000,0,0,cbplabumn,MB4_435,1
2,umn_cbplab_435_10,4,2,12,10,10000,0,0,cbplabumn,MB4_435,10
6,umn_cbplab_435_11,4,2,12,10,10000,0,0,cbplabumn,MB4_435,11
4,umn_cbplab_435_12,4,2,12,10,10000,0,0,cbplabumn,MB4_435,12
6,umn_cbplab_435_2,4,2,12,10,10000,0,0,cbplabumn,MB4_435,2
1,umn_cbplab_435_3,4,2,12,10,10000,0,1,cbplabumn,MB4_435,3
2,umn_cbplab_435_4,5,10.098,10.791,0.693,693,1,0,cbplabumn,MB4_435,4
2,umn_cbplab_435_5,5,8.989,12,3.011,3011,1,0,cbplabumn,MB4_435,5
2,umn_cbplab_435_6,4,2,12,10,10000,0,0,cbplabumn,MB4_435,6
8,umn_cbplab_435_7,4,2,12,10,10000,0,1,cbplabumn,MB4_435,7
7,umn_cbplab_435_8,4,2,12,10,10000,0,0,cbplabumn,MB4_435,8
7,umn_cbplab_435_9,4,2,12,10,10000,0,0,cbplabumn,MB4_435,9
8,umn_cbplab_436_1,5,4.125,7.227,3.102,3102,1,0,cbplabumn,MB4_436,1
7,umn_cbplab_436_2,6,10.23,12,1.77,1770,1,0,cbplabumn,MB4_436,2
4,umn_cbplab_436_3,5,2,12,10,10000,1,0,cbplabumn,MB4_436,3
2,umn_cbplab_436_4,5,2,4.818,2.818,2818,1,0,cbplabumn,MB4_436,4
3,umn_cbplab_436_5,6,7.12,8.48,1.36,1360,1,1,cbplabumn,MB4_436,5
8,umn_cbplab_436_6,5,2,2.97,0.97,970,1,1,cbplabumn,MB4_436,6
4,umn_cbplab_436_7,3,2,12,10,10000,2,0,cbplabumn,MB4_436,7
2,umn_cbplab_436_8,4,2,12,10,10000,0,0,cbplabumn,MB4_436,8
3,umn_cbplab_437_1,4,2,12,10,10000,0,0,cbplabumn,MB4_437,1
3,umn_cbplab_437_2,4,2,12,10,10000,0,0,cbplabumn,MB4_437,2
7,umn_cbplab_437_2,5,11.649,12,0.351,351,1,0,cbplabumn,MB4_437,2
8,umn_cbplab_437_3,4,2,12,10,10000,0,0,cbplabumn,MB4_437,3
7,umn_cbplab_437_5,4,2,12,10,10000,0,0,cbplabumn,MB4_437,5
3,umn_cbplab_437_6,4,2,12,10,10000,0,0,cbplabumn,MB4_437,6
3,umn_cbplab_437_7,4,2,12,10,10000,0,0,cbplabumn,MB4_437,7
4,umn_cbplab_437_8,4,2,12,10,10000,0,0,cbplabumn,MB4_437,8
6,umn_cbplab_438_1,4,2,12,10,10000,0,0,cbplabumn,MB4_438,1
7,umn_cbplab_438_2,5,5.016,6.072,1.056,1056,1,0,cbplabumn,MB4_438,2
7,umn_cbplab_438_3,5,4.092,6.039,1.947,1947,1,0,cbplabumn,MB4_438,3
2,umn_cbplab_438_4,4,2,12,10,10000,0,0,cbplabumn,MB4_438,4
2,umn_cbplab_438_5,4,2,12,10,10000,0,0,cbplabumn,MB4_438,5
3,umn_cbplab_438_6,4,5.56,7.68,2.12,2120,0,1,cbplabumn,MB4_438,6
6,umn_cbplab_438_7,4,2,12,10,10000,0,0,cbplabumn,MB4_438,7
6,umn_cbplab_439_1,5,7.656,8.25,0.594,594,2,1,cbplabumn,MB4_439,1
6,umn_cbplab_439_1,3,9.801,12,2.199,2199,2,1,cbplabumn,MB4_439,1
6,umn_cbplab_439_2,3,7.326,8.844,1.518,1518,2,1,cbplabumn,MB4_439,2
4,umn_cbplab_439_3,4,2,12,10,10000,0,1,cbplabumn,MB4_439,3
8,umn_cbplab_439_4,3,2,3.003,1.003,1003,2,0,cbplabumn,MB4_439,4
8,umn_cbplab_439_5,NA,NA,NA,0,0,2,0,cbplabumn,MB4_439,5
8,umn_cbplab_439_6,3,10.791,12,1.209,1209,2,0,cbplabumn,MB4_439,6
7,umn_cbplab_439_7,4,2,12,10,10000,0,0,cbplabumn,MB4_439,7
1,umn_cbplab_440_1,5,4.752,5.111,0.359,359,1,0,cbplabumn,MB4_440,1
1,umn_cbplab_440_1,6,6.322,9.735,3.413,3413,1,0,cbplabumn,MB4_440,1
6,umn_cbplab_440_10,5,9.801,12,2.199,2199,1,0,cbplabumn,MB4_440,10
6,umn_cbplab_440_11,5,11.55,12,0.45,450,1,0,cbplabumn,MB4_440,11
4,umn_cbplab_440_12,4,2,4.127,2.127,2127,0,0,cbplabumn,MB4_440,12
4,umn_cbplab_440_12,2,4.157,12,7.843,7843,0,0,cbplabumn,MB4_440,12
1,umn_cbplab_440_13,5,2,12,10,10000,1,0,cbplabumn,MB4_440,13
4,umn_cbplab_440_14,4,2,12,10,10000,0,0,cbplabumn,MB4_440,14
6,umn_cbplab_440_2,5,8.943,9.339,0.396,396,1,0,cbplabumn,MB4_440,2
6,umn_cbplab_440_3,5,10.527,12,1.473,1473,1,0,cbplabumn,MB4_440,3
3,umn_cbplab_440_4,4,2,12,10,10000,0,0,cbplabumn,MB4_440,4
8,umn_cbplab_440_5,4,2,10.362,8.362,8362,0,0,cbplabumn,MB4_440,5
7,umn_cbplab_440_6,4,2,12,10,10000,0,0,cbplabumn,MB4_440,6
6,umn_cbplab_440_7,4,2,12,10,10000,0,0,cbplabumn,MB4_440,7
3,umn_cbplab_440_8,4,2,12,10,10000,0,0,cbplabumn,MB4_440,8
6,umn_cbplab_440_9,6,10.659,12,1.341,1341,1,0,cbplabumn,MB4_440,9
